"PyDev - Editor","Interactive Console","⌥⌘↩","PyDev editor scope"
"Text Editing","Previous Word","⌥B","Editing Text"
"Text Editing","Collapse All","⇧⌘Numpad_Divide","Editing Text"
"Run/Debug","Resume","F8","Debugging"
"Edit","Find Bar Focus Find","⌥F","Find Bar"
"Edit","Redo","⇧⌃+","In Windows"
"File","Close All","⇧⌘W","In Windows"
"C/C++ Source","Find References","⇧⌘G","In C/C++ Views"
"C/C++ Source","Show Source Quick Menu","⌥⌘S","C/C++ Editor"
"Text Editing","Line End","⌘→","Editing Text"
"Text Editing","Text Start","Esc ⇧<","Editing Text"
"Navigate","Open Call Hierarchy","⌃⌥H","In C/C++ Views"
"Text Editing","Cut to Beginning of Line","Esc 0 ⌃K","Editing Text"
"Run/Debug","Go to Program Counter","↖","In Disassembly"
"Run/Debug","Inspect","⇧⌘I","In Dialogs and Windows"
"Navigate","Forward History","⌥⌘→","In Windows"
"Window","Show Ruler Context Menu","⌘F10","Editing Text"
"Edit","Shift Left","⇧Tab","C/C++ Editor"
"Navigate","Last Edit Location","⌃Q","In Windows"
"Git","Initialize Git repository","⌃⌘G T","In Windows"
"Git","Diff...","⌃⌘G F","In Windows"
"Source","Toggle Mark Occurrences","⌥⌘O","Editing Java Source"
"Text Editing","Delete Previous Word","Esc ⌫","Editing Text"
"Git","Merge","⌥⌘M","In Windows"
"Navigate","Quick Hierarchy","⌘T","Editing Java Source"
"Run/Debug","Previous Page of Memory","⇧⌘,","In Table Memory Rendering"
"Terminal view commands","Terminal view insert","⌥H","Terminal widget context"
"Reverse Debugging Commands","Uncall","⇧F7","Debugging C/C++"
"File","Properties","⌥↩","In Windows"
"Edit","Toggle Case Sensitive Matching","⌥C","Find Bar"
"Edit","Previous Sibling","⇧⌘↑","Editing in Structured Text Editors"
"Text Editing","Delete Next Word","⌥⌦","Editing Text"
"Navigate","Next Page","⌘F5","Using Web Page Editor"
"Source","Quick Assist - Rename in file","⌘2 R","Editing Java Source"
"Window","Close Dialog","⌘W","In Dialogs"
"Source","Remove Block Comment","⇧⌘\","Editing JavaScript Source"
"Edit","Find Next or Previous (depends on search backward configuration)","⌤","Find Bar"
"pepticcategory","Inline Local Variable...","⇧⌥T I","PyDev editor scope"
"Navigate","Go to Previous Member","⌃⌥↑","Editing JavaScript Source"
"Edit","Format","⇧⌘F","Editing in Structured Text Editors"
"Source","Add Import","⇧⌘M","Editing Java Source"
"Views","Show View (Declaration)","⌥⌘Q D","JavaScript View"
"Text Editing","Text End","↘","Editing Text"
"Source","Quick Assist - Assign to local variable","⌘2 L","Editing JavaScript Source"
"Run/Debug","Display","⇧⌘D","In Dialogs and Windows"
"Navigate","Open Type Hierarchy","F4","C/C++ Editor"
"Git","Stage","⌃⌘G Numpad_Add","In Windows"
"Source","Correct Indentation","⌘I","Editing Java Source"
"C/C++ Source","Quick Type Hierarchy","⌘T","C/C++ Editor"
"Text Editing","Line Up","⌃P","Editing Text"
"Source","Toggle Comment","⇧⌘C","Editing Properties Files"
"Refactor - C++","Extract Local Variable - Refactoring ","⌥⌘L","C/C++ Editor"
"Source","Open External Documentation","⇧F2","Editing Ant Buildfiles"
"Git","Show in Resource History","⌃⌘G H","In Windows"
"Server","Publish","⌥⌘P","In Servers View"
"Window","Switch to Editor","⇧⌘E","In Windows"
"Source","Remove Occurrence Annotations","⌥⌘U","Editing JavaScript Source"
"Edit","Find Bar Focus Replace","⌥E","Find Bar"
"Refactor - C++","Extract Constant - Refactoring ","⌥C","C/C++ Editor"
"Edit","Search in Open Files","⌥S","Find Bar"
"Makefile Source","Comment","⌃/","Makefile Editor"
"Text Editing","To Lower Case","⇧⌘Y","Editing Text"
"Edit","Matching Tag","⇧⌘>","Editing in Structured Text Editors"
"Edit","Copy","Esc W","In Dialogs and Windows"
"Git","Merge Branch...","⌃⌘G M","In Windows"
"Source","Format","⇧⌘F","Editing Ant Buildfiles"
"Edit","Next Sibling","⇧⌃↓","Editing in Structured Text Editors"
"Edit","Select All","⌘A","In Dialogs and Windows"
"Project","Build All","⌘B","In Windows"
"Terminal view commands","Terminal view insert","⌥N","Terminal widget context"
"Git","Copy Path to Clipboard","⌘C","In Git Repositories View"
"Navigate","Open Call Hierarchy","⌃⌥H","JavaScript View"
"Edit","Select Previous C/C++ Element","⇧⌃←","C/C++ Editor"
"C/C++ Source","Open Element","⇧⌘T","In C/C++ Views"
"Window","Show Contributing Plug-in","⇧⌥F3","In Dialogs and Windows"
"Navigate","Open Plug-in Artifact","⇧⌘A","In Windows"
"Text Editing","Scroll Line Up","⌃↑","Editing Text"
"Uncategorized","Perform Commit","⌘↩","Git Commit Dialog"
"Edit","Show Find Bar Options","⌥O","Find Bar"
"C/C++ Source","Back","⌥←","In Macro Expansion Hover"
"Views","Show View (Error Log)","⌥⌘Q L","In Windows"
"Navigate","Open Declaration","F3","JavaScript View"
"File","New","⌘N","In Windows"
"Edit","Incremental Find Reverse","⇧⌘J","Editing Text"
"Source","Toggle Comment","⌘7","Editing Properties Files"
"File","Properties","⌘I","In Windows"
"Source","Format","⇧⌘F","Editing JavaScript Source"
"C/C++ Source","Open Element","⇧⌘T","C/C++ Editor"
"Server","Stop","⌥⌘S","In Servers View"
"pepticcategory","Generate Constructor using Fields...","⇧⌥T C","PyDev editor scope"
"C/C++ Source","Open Declaration","F3","In Macro Expansion Hover"
"Edit","Select Enclosing Element","⇧⌃↑","Editing XML Source"
"Edit","Incremental Find Reverse","⌃R","Editing Text"
"C/C++ Source","Remove Block Comment","⇧⌘\","C/C++ Editor"
"Navigate","Go to Next Member","⌃⌥↓","Editing Java Source"
"Window","Previous Perspective","⇧⌘F8","In Windows"
"Terminal view commands","Terminal view insert","⌥T","Terminal widget context"
"Git","Compare With Revision...","⌃⌘G V","In Windows"
"Run/Debug","Debug OSGi Framework","⌃⌥⌘D O","In Windows"
"Navigate","Open Call Hierarchy","⌃⌥H","C/C++ Editor"
"Refactor - Java","Extract Method","⌥⌘M","In Windows"
"Text Editing","Set Mark","⌃2","Editing Text"
"Navigate","Next Page","⌥F7","In Windows"
